case:concept:name,concept:name,time:timestamp,human_resource,org:resource,outcome_unit,unsuccessful_outcome_unit,lifecycle:transition,concept:instance
Case 18,Turning & Milling Q.C.,2012-02-01 07:00:00+00:00,ID4163,Quality Check 1,0,2,start,i_926
Case 18,Turning & Milling Q.C.,2012-02-01 07:30:00+00:00,ID4163,Quality Check 1,0,1,start,i_928
Case 18,Turning & Milling - Machine 5,2012-02-01 07:30:00+00:00,ID4163,Machine 5 - Turning & Milling,0,0,start,i_927
Case 18,Turning & Milling Q.C.,2012-02-01 07:30:00+00:00,ID4163,Quality Check 1,0,2,complete,i_926
Case 18,Turning & Milling - Machine 5,2012-02-01 07:50:00+00:00,ID4163,Machine 5 - Turning & Milling,0,0,complete,i_927
Case 18,Turning & Milling Q.C.,2012-02-01 09:19:00+00:00,ID4163,Quality Check 1,0,1,complete,i_928
Case 18,Turning & Milling Q.C.,2012-02-13 10:30:00+00:00,ID4163,Quality Check 1,0,0,start,i_929
Case 18,Turning & Milling Q.C.,2012-02-13 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_929
Case 18,Lapping - Machine 1,2012-02-15 16:43:00+00:00,ID0998,Machine 1 - Lapping,10,0,start,i_930
Case 18,Lapping - Machine 1,2012-02-15 17:26:00+00:00,ID0998,Machine 1 - Lapping,10,0,complete,i_930
Case 18,Round Grinding - Machine 2,2012-02-16 07:59:00+00:00,ID4355,Machine 2 - Round Grinding,16,0,start,i_931
Case 18,Lapping - Machine 1,2012-02-16 13:38:00+00:00,ID0998,Machine 1 - Lapping,6,0,start,i_932
Case 18,Round Grinding - Machine 2,2012-02-16 13:39:00+00:00,ID4355,Machine 2 - Round Grinding,16,0,complete,i_931
Case 18,Lapping - Machine 1,2012-02-16 13:39:00+00:00,ID0998,Machine 1 - Lapping,6,0,complete,i_932
Case 18,Lapping - Machine 1,2012-02-19 08:21:00+00:00,ID0998,Machine 1 - Lapping,0,0,start,i_933
Case 18,Lapping - Machine 1,2012-02-19 14:28:00+00:00,ID0998,Machine 1 - Lapping,0,0,complete,i_933
Case 18,Lapping - Machine 1,2012-02-22 09:29:00+00:00,ID0998,Machine 1 - Lapping,78,0,start,i_934
Case 18,Lapping - Machine 1,2012-02-22 16:59:00+00:00,ID0998,Machine 1 - Lapping,78,0,complete,i_934
Case 18,Round Grinding - Machine 2,2012-02-23 00:27:00+00:00,ID4445,Machine 2 - Round Grinding,20,0,start,i_935
Case 18,Round Grinding - Machine 2,2012-02-23 06:46:00+00:00,ID4445,Machine 2 - Round Grinding,20,0,complete,i_935
Case 18,Round Grinding - Machine 2,2012-02-23 06:56:00+00:00,ID0420,Machine 2 - Round Grinding,27,0,start,i_936
Case 18,Round Grinding - Machine 2,2012-02-23 06:57:00+00:00,ID0420,Machine 2 - Round Grinding,27,0,complete,i_936
Case 18,Lapping - Machine 1,2012-02-23 07:38:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_937
Case 18,Lapping - Machine 1,2012-02-23 09:09:00+00:00,ID0998,Machine 1 - Lapping,93,0,start,i_938
Case 18,Lapping - Machine 1,2012-02-23 12:26:00+00:00,ID0998,Machine 1 - Lapping,93,0,complete,i_937
Case 18,Lapping - Machine 1,2012-02-23 12:45:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_938
Case 18,Round Grinding - Machine 2,2012-02-24 00:33:00+00:00,ID4445,Machine 2 - Round Grinding,16,0,start,i_939
Case 18,Round Grinding - Machine 2,2012-02-24 06:35:00+00:00,ID4445,Machine 2 - Round Grinding,16,0,complete,i_939
Case 18,Round Grinding - Machine 2,2012-02-24 06:59:00+00:00,ID0420,Machine 2 - Round Grinding,18,0,start,i_940
Case 18,Round Grinding - Machine 2,2012-02-24 11:52:00+00:00,ID0420,Machine 2 - Round Grinding,18,0,complete,i_940
Case 18,Round Grinding - Machine 2,2012-02-25 22:05:00+00:00,ID4528,Machine 2 - Round Grinding,24,0,start,i_941
Case 18,Round Grinding - Machine 2,2012-02-26 06:37:00+00:00,ID4528,Machine 2 - Round Grinding,24,0,complete,i_941
Case 18,Round Grinding - Machine 2,2012-02-26 09:28:00+00:00,ID4355,Machine 2 - Round Grinding,19,0,start,i_943
Case 18,Final Inspection Q.C.,2012-02-26 12:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_942
Case 18,Final Inspection Q.C.,2012-02-26 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_942
Case 18,Final Inspection Q.C.,2012-02-26 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_944
Case 18,Round Grinding - Machine 2,2012-02-26 15:54:00+00:00,ID4355,Machine 2 - Round Grinding,19,0,complete,i_943
Case 18,Final Inspection Q.C.,2012-02-26 18:02:00+00:00,ID4163,Quality Check 1,0,0,complete,i_944
Case 18,Round Grinding - Machine 2,2012-02-26 20:25:00+00:00,ID0420,Machine 2 - Round Grinding,23,0,start,i_945
Case 18,Round Grinding - Machine 2,2012-02-27 03:34:00+00:00,ID0420,Machine 2 - Round Grinding,23,0,complete,i_945
Case 18,Round Grinding - Machine 2,2012-02-27 03:40:00+00:00,ID4385,Machine 2 - Round Grinding,9,0,start,i_946
Case 18,Round Grinding - Machine 2,2012-02-27 06:46:00+00:00,ID4385,Machine 2 - Round Grinding,9,0,complete,i_946
Case 18,Round Grinding - Machine 2,2012-02-27 06:50:00+00:00,ID4355,Machine 2 - Round Grinding,15,0,start,i_948
Case 18,Final Inspection Q.C.,2012-02-27 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_947
Case 18,Final Inspection Q.C.,2012-02-27 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_947
Case 18,Final Inspection Q.C.,2012-02-27 10:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_950
Case 18,Round Grinding - Machine 2,2012-02-27 13:34:00+00:00,ID4355,Machine 2 - Round Grinding,15,0,complete,i_948
Case 18,Round Grinding - Machine 2,2012-02-27 13:35:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,start,i_949
Case 18,Round Grinding - Machine 2,2012-02-27 14:16:00+00:00,ID4355,Machine 2 - Round Grinding,0,0,complete,i_949
Case 18,Final Inspection Q.C.,2012-02-27 16:12:00+00:00,ID4163,Quality Check 1,0,0,complete,i_950
Case 18,Packing,2012-02-28 00:00:00+00:00,ID4820,Packing,2,0,start,i_951
Case 18,Packing,2012-02-28 01:00:00+00:00,ID4820,Packing,2,0,complete,i_951
Case 18,Final Inspection Q.C.,2012-02-28 07:00:00+00:00,ID4163,Quality Check 1,2,0,start,i_952
Case 18,Final Inspection Q.C.,2012-02-28 08:40:00+00:00,ID4163,Quality Check 1,2,0,complete,i_952
Case 18,Final Inspection Q.C.,2012-02-28 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_953
Case 18,Final Inspection Q.C.,2012-02-28 11:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_953
Case 18,Lapping - Machine 1,2012-02-28 12:28:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_954
Case 18,Final Inspection Q.C.,2012-02-28 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_958
Case 18,Round Grinding - Machine 2,2012-02-28 13:48:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,start,i_956
Case 18,Lapping - Machine 1,2012-02-28 14:08:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_954
Case 18,Lapping - Machine 1,2012-02-28 14:11:00+00:00,ID0998,Machine 1 - Lapping,66,0,start,i_955
Case 18,Lapping - Machine 1,2012-02-28 15:26:00+00:00,ID0998,Machine 1 - Lapping,66,0,complete,i_955
Case 18,Round Grinding - Machine 2,2012-02-28 16:39:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,complete,i_956
Case 18,Turning & Milling - Machine 5,2012-02-28 16:40:00+00:00,ID4355,Machine 5 - Turning & Milling,0,0,start,i_957
Case 18,Round Grinding - Machine 2,2012-02-28 16:41:00+00:00,ID4355,Machine 2 - Round Grinding,2,0,start,i_959
Case 18,Turning & Milling - Machine 5,2012-02-28 17:55:00+00:00,ID4355,Machine 5 - Turning & Milling,0,0,complete,i_957
Case 18,Final Inspection Q.C.,2012-02-28 18:02:00+00:00,ID4163,Quality Check 1,0,0,complete,i_958
Case 18,Round Grinding - Machine 2,2012-02-28 18:51:00+00:00,ID4355,Machine 2 - Round Grinding,2,0,complete,i_959
Case 18,Round Grinding - Machine 2,2012-02-28 20:20:00+00:00,ID0420,Machine 2 - Round Grinding,12,0,start,i_961
Case 18,Packing,2012-02-29 00:00:00+00:00,ID4820,Packing,75,0,start,i_960
Case 18,Lapping - Machine 1,2012-02-29 00:00:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_962
Case 18,Packing,2012-02-29 01:00:00+00:00,ID4820,Packing,75,0,complete,i_960
Case 18,Round Grinding - Machine 2,2012-02-29 01:05:00+00:00,ID0420,Machine 2 - Round Grinding,12,0,complete,i_961
Case 18,Lapping - Machine 1,2012-02-29 01:15:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_962
Case 18,Round Grinding - Machine 2,2012-02-29 01:28:00+00:00,ID4385,Machine 2 - Round Grinding,10,0,start,i_963
Case 18,Round Grinding - Machine 2,2012-02-29 06:33:00+00:00,ID4385,Machine 2 - Round Grinding,10,0,complete,i_963
Case 18,Final Inspection Q.C.,2012-02-29 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_964
Case 18,Final Inspection Q.C.,2012-02-29 08:30:00+00:00,ID4163,Quality Check 1,0,0,complete,i_964
Case 18,Round Grinding - Machine 2,2012-02-29 09:14:00+00:00,ID4355,Machine 2 - Round Grinding,17,0,start,i_969
Case 18,Final Inspection Q.C.,2012-02-29 10:00:00+00:00,ID4163,Quality Check 1,75,0,start,i_965
Case 18,Final Inspection Q.C.,2012-02-29 11:30:00+00:00,ID4163,Quality Check 1,75,0,complete,i_965
Case 18,Final Inspection Q.C.,2012-02-29 13:20:00+00:00,ID4163,Quality Check 1,0,6,start,i_966
Case 18,Final Inspection Q.C.,2012-02-29 14:20:00+00:00,ID4163,Quality Check 1,0,5,start,i_967
Case 18,Final Inspection Q.C.,2012-02-29 14:20:00+00:00,ID4163,Quality Check 1,0,6,complete,i_966
Case 18,Final Inspection Q.C.,2012-02-29 15:00:00+00:00,ID4163,Quality Check 1,0,4,start,i_968
Case 18,Final Inspection Q.C.,2012-02-29 15:00:00+00:00,ID4163,Quality Check 1,0,5,complete,i_967
Case 18,Final Inspection Q.C.,2012-02-29 15:45:00+00:00,ID4163,Quality Check 1,0,1,start,i_970
Case 18,Final Inspection Q.C.,2012-02-29 15:45:00+00:00,ID4163,Quality Check 1,0,4,complete,i_968
Case 18,Round Grinding - Machine 2,2012-02-29 15:53:00+00:00,ID4355,Machine 2 - Round Grinding,17,0,complete,i_969
Case 18,Lapping - Machine 1,2012-02-29 16:04:00+00:00,ID0998,Machine 1 - Lapping,24,0,start,i_971
Case 18,Final Inspection Q.C.,2012-02-29 16:12:00+00:00,ID4163,Quality Check 1,0,1,complete,i_970
Case 18,Lapping - Machine 1,2012-02-29 18:14:00+00:00,ID0998,Machine 1 - Lapping,24,0,complete,i_971
Case 18,Round Grinding - Machine 2,2012-02-29 20:37:00+00:00,ID4385,Machine 2 - Round Grinding,10,0,start,i_974
Case 18,Lapping - Machine 1,2012-03-01 00:00:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_972
Case 18,Lapping - Machine 1,2012-03-01 00:00:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_973
Case 18,Lapping - Machine 1,2012-03-01 01:15:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_972
Case 18,Lapping - Machine 1,2012-03-01 01:15:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_973
Case 18,Round Grinding - Machine 2,2012-03-01 04:07:00+00:00,ID4385,Machine 2 - Round Grinding,10,0,complete,i_974
Case 18,Round Grinding - Machine 2,2012-03-01 04:20:00+00:00,ID0420,Machine 2 - Round Grinding,7,0,start,i_975
Case 18,Round Grinding - Machine 2,2012-03-01 06:46:00+00:00,ID0420,Machine 2 - Round Grinding,7,0,complete,i_975
Case 18,Round Grinding - Machine 2,2012-03-01 07:02:00+00:00,ID4355,Machine 2 - Round Grinding,21,0,start,i_977
Case 18,Lapping - Machine 1,2012-03-01 09:24:00+00:00,ID0998,Machine 1 - Lapping,45,0,start,i_978
Case 18,Final Inspection Q.C.,2012-03-01 13:20:00+00:00,ID4163,Quality Check 1,47,0,start,i_976
Case 18,Final Inspection Q.C.,2012-03-01 14:25:00+00:00,ID4163,Quality Check 1,47,0,complete,i_976
Case 18,Round Grinding - Machine 2,2012-03-01 15:57:00+00:00,ID4355,Machine 2 - Round Grinding,21,0,complete,i_977
Case 18,Lapping - Machine 1,2012-03-01 16:46:00+00:00,ID0998,Machine 1 - Lapping,45,0,complete,i_978
Case 18,Round Grinding - Machine 2,2012-03-01 20:51:00+00:00,ID4385,Machine 2 - Round Grinding,16,0,start,i_981
Case 18,Packing,2012-03-02 00:00:00+00:00,ID4820,Packing,47,0,start,i_979
Case 18,Lapping - Machine 1,2012-03-02 00:00:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_980
Case 18,Packing,2012-03-02 01:00:00+00:00,ID4820,Packing,47,0,complete,i_979
Case 18,Lapping - Machine 1,2012-03-02 01:15:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_980
Case 18,Round Grinding - Machine 2,2012-03-02 06:33:00+00:00,ID4385,Machine 2 - Round Grinding,16,0,complete,i_981
Case 18,Lapping - Machine 1,2012-03-02 11:15:00+00:00,ID0998,Machine 1 - Lapping,45,0,start,i_982
Case 18,Lapping - Machine 1,2012-03-02 12:30:00+00:00,ID0998,Machine 1 - Lapping,45,0,complete,i_982
Case 18,Round Grinding - Machine 2,2012-03-03 22:12:00+00:00,ID4445,Machine 2 - Round Grinding,22,0,start,i_983
Case 18,Round Grinding - Machine 2,2012-03-04 06:46:00+00:00,ID4445,Machine 2 - Round Grinding,22,0,complete,i_983
Case 18,Final Inspection Q.C.,2012-03-04 07:00:00+00:00,ID4163,Quality Check 1,0,8,start,i_984
Case 18,Final Inspection Q.C.,2012-03-04 07:30:00+00:00,ID4163,Quality Check 1,0,8,complete,i_984
Case 18,Lapping - Machine 1,2012-03-04 08:23:00+00:00,ID0998,Machine 1 - Lapping,30,0,start,i_985
Case 18,Round Grinding - Machine 2,2012-03-04 10:28:00+00:00,ID0420,Machine 2 - Round Grinding,20,0,start,i_988
Case 18,Lapping - Machine 1,2012-03-04 11:34:00+00:00,ID0998,Machine 1 - Lapping,30,0,complete,i_985
Case 18,Final Inspection Q.C.,2012-03-04 14:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_989
Case 18,Grinding Rework - Machine 27,2012-03-04 16:56:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_986
Case 18,Lapping - Machine 1,2012-03-04 17:43:00+00:00,ID0998,Machine 1 - Lapping,0,0,start,i_987
Case 18,Grinding Rework - Machine 27,2012-03-04 17:43:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_986
Case 18,Lapping - Machine 1,2012-03-04 17:44:00+00:00,ID0998,Machine 1 - Lapping,0,0,complete,i_987
Case 18,Round Grinding - Machine 2,2012-03-04 17:48:00+00:00,ID0420,Machine 2 - Round Grinding,20,0,complete,i_988
Case 18,Final Inspection Q.C.,2012-03-04 18:00:00+00:00,ID4163,Quality Check 1,0,0,complete,i_989
Case 18,Round Grinding - Machine 2,2012-03-04 20:09:00+00:00,ID4355,Machine 2 - Round Grinding,29,0,start,i_992
Case 18,Lapping - Machine 1,2012-03-05 00:00:00+00:00,ID4882,Machine 1 - Lapping,0,0,start,i_990
Case 18,Laser Marking - Machine 7,2012-03-05 00:00:00+00:00,ID4882,Machine 7- Laser Marking,0,0,start,i_991
Case 18,Lapping - Machine 1,2012-03-05 01:15:00+00:00,ID4882,Machine 1 - Lapping,0,0,complete,i_990
Case 18,Laser Marking - Machine 7,2012-03-05 01:15:00+00:00,ID4882,Machine 7- Laser Marking,0,0,complete,i_991
Case 18,Round Grinding - Machine 2,2012-03-05 06:49:00+00:00,ID4355,Machine 2 - Round Grinding,29,0,complete,i_992
Case 18,Final Inspection Q.C.,2012-03-05 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_993
Case 18,Grinding Rework - Machine 27,2012-03-05 07:01:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_998
Case 18,Round Grinding - Machine 2,2012-03-05 07:17:00+00:00,ID0420,Machine 2 - Round Grinding,20,0,start,i_997
Case 18,Lapping - Machine 1,2012-03-05 08:11:00+00:00,ID0998,Machine 1 - Lapping,0,0,start,i_994
Case 18,Final Inspection Q.C.,2012-03-05 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_993
Case 18,Final Inspection Q.C.,2012-03-05 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_995
Case 18,Lapping - Machine 1,2012-03-05 11:39:00+00:00,ID0998,Machine 1 - Lapping,0,0,complete,i_994
Case 18,Final Inspection Q.C.,2012-03-05 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_995
Case 18,Lapping - Machine 1,2012-03-05 13:22:00+00:00,ID4882,Machine 1 - Lapping,65,0,start,i_996
Case 18,Lapping - Machine 1,2012-03-05 14:47:00+00:00,ID4882,Machine 1 - Lapping,65,0,complete,i_996
Case 18,Final Inspection Q.C.,2012-03-05 14:50:00+00:00,ID4163,Quality Check 1,0,0,start,i_1000
Case 18,Round Grinding - Machine 2,2012-03-05 15:53:00+00:00,ID0420,Machine 2 - Round Grinding,20,0,complete,i_997
Case 18,Lapping - Machine 1,2012-03-05 15:57:00+00:00,ID4882,Machine 1 - Lapping,2,0,start,i_999
Case 18,Grinding Rework - Machine 27,2012-03-05 17:12:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_998
Case 18,Lapping - Machine 1,2012-03-05 17:12:00+00:00,ID4882,Machine 1 - Lapping,2,0,complete,i_999
Case 18,Final Inspection Q.C.,2012-03-05 18:02:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1000
Case 18,Round Grinding - Machine 2,2012-03-05 20:10:00+00:00,ID4355,Machine 2 - Round Grinding,8,0,start,i_1001
Case 18,Round Grinding - Machine 2,2012-03-05 22:53:00+00:00,ID4355,Machine 2 - Round Grinding,8,0,complete,i_1001
Case 18,Round Grinding - Machine 2,2012-03-05 22:54:00+00:00,ID4445,Machine 2 - Round Grinding,16,0,start,i_1002
Case 18,Round Grinding - Machine 2,2012-03-06 04:23:00+00:00,ID4445,Machine 2 - Round Grinding,16,0,complete,i_1002
Case 18,Round Grinding - Machine 2,2012-03-06 04:24:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,start,i_1003
Case 18,Round Grinding - Machine 2,2012-03-06 06:19:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,complete,i_1003
Case 18,Round Grinding - Machine 2,2012-03-06 06:20:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,start,i_1004
Case 18,Round Grinding - Machine 2,2012-03-06 06:43:00+00:00,ID4355,Machine 2 - Round Grinding,1,0,complete,i_1004
Case 18,Round Grinding - Machine 2,2012-03-06 15:50:00+00:00,ID4385,Machine 2 - Round Grinding,4,0,start,i_1005
Case 18,Round Grinding - Machine 2,2012-03-06 17:42:00+00:00,ID4385,Machine 2 - Round Grinding,4,0,complete,i_1005
Case 18,Round Grinding - Machine 2,2012-03-06 20:10:00+00:00,ID4355,Machine 2 - Round Grinding,27,0,start,i_1006
Case 18,Round Grinding - Machine 2,2012-03-07 06:48:00+00:00,ID4355,Machine 2 - Round Grinding,27,0,complete,i_1006
Case 18,Round Grinding - Machine 2,2012-03-07 06:58:00+00:00,ID0420,Machine 2 - Round Grinding,26,0,start,i_1007
Case 18,Round Grinding - Machine 2,2012-03-07 17:36:00+00:00,ID0420,Machine 2 - Round Grinding,26,0,complete,i_1007
Case 18,Round Grinding - Machine 2,2012-03-07 20:10:00+00:00,ID4355,Machine 2 - Round Grinding,7,0,start,i_1008
Case 18,Round Grinding - Machine 2,2012-03-07 23:07:00+00:00,ID4355,Machine 2 - Round Grinding,7,0,complete,i_1008
Case 18,Round Grinding - Machine 2,2012-03-07 23:08:00+00:00,ID4355,Machine 2 - Round Grinding,2,0,start,i_1009
Case 18,Round Grinding - Machine 2,2012-03-07 23:25:00+00:00,ID4355,Machine 2 - Round Grinding,2,0,complete,i_1009
Case 18,Grinding Rework - Machine 27,2012-03-12 17:30:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_1010
Case 18,Grinding Rework - Machine 27,2012-03-12 18:58:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_1010
Case 18,Final Inspection Q.C.,2012-03-18 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_1011
Case 18,Grinding Rework - Machine 27,2012-03-18 16:02:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_1012
Case 18,Final Inspection Q.C.,2012-03-18 16:10:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1011
Case 18,Grinding Rework - Machine 27,2012-03-18 16:16:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_1012
Case 18,Final Inspection Q.C.,2012-03-19 07:00:00+00:00,ID4163,Quality Check 1,89,0,start,i_1013
Case 18,Final Inspection Q.C.,2012-03-19 08:00:00+00:00,ID4163,Quality Check 1,89,0,complete,i_1013
Case 18,Packing,2012-03-20 00:00:00+00:00,ID4820,Packing,89,0,start,i_1014
Case 18,Packing,2012-03-20 01:00:00+00:00,ID4820,Packing,89,0,complete,i_1014
Case 18,Final Inspection Q.C.,2012-03-20 10:15:00+00:00,ID4163,Quality Check 1,20,0,start,i_1015
Case 18,Final Inspection Q.C.,2012-03-20 12:50:00+00:00,ID4163,Quality Check 1,20,0,complete,i_1015
Case 18,Packing,2012-03-21 00:00:00+00:00,ID4820,Packing,20,0,start,i_1016
Case 18,Packing,2012-03-21 01:00:00+00:00,ID4820,Packing,20,0,complete,i_1016
Case 18,Final Inspection Q.C.,2012-03-21 15:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_1017
Case 18,Final Inspection Q.C.,2012-03-21 18:01:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1017
Case 18,Final Inspection Q.C.,2012-03-22 07:30:00+00:00,ID4163,Quality Check 1,0,0,start,i_1018
Case 18,Final Inspection Q.C.,2012-03-22 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1018
Case 18,Final Inspection Q.C.,2012-03-22 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_1019
Case 18,Final Inspection Q.C.,2012-03-22 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1019
Case 18,Final Inspection Q.C.,2012-03-22 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_1020
Case 18,Final Inspection Q.C.,2012-03-22 18:04:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1020
Case 18,Final Inspection Q.C.,2012-03-23 07:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_1021
Case 18,Final Inspection Q.C.,2012-03-23 08:40:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1021
Case 18,Final Inspection Q.C.,2012-03-23 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_1022
Case 18,Final Inspection Q.C.,2012-03-23 10:30:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1022
Case 18,Final Inspection Q.C.,2012-03-25 09:00:00+00:00,ID4163,Quality Check 1,0,0,start,i_1023
Case 18,Final Inspection Q.C.,2012-03-25 12:50:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1023
Case 18,Final Inspection Q.C.,2012-03-25 13:20:00+00:00,ID4163,Quality Check 1,0,0,start,i_1024
Case 18,Final Inspection Q.C.,2012-03-25 15:30:00+00:00,ID4163,Quality Check 1,0,0,complete,i_1024
Case 18,Grinding Rework - Machine 27,2012-03-25 21:56:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_1025
Case 18,Grinding Rework - Machine 27,2012-03-25 23:41:00+00:00,ID4528,Machine 27 - Grinding,0,0,complete,i_1025
Case 18,Grinding Rework - Machine 27,2012-03-26 18:06:00+00:00,ID4528,Machine 27 - Grinding,0,0,start,i_1026
